region,category,subcategory,channel,revenue,units,profit
North,Clothing,Women,In-Store,36217.1,142,7795.01
East,Groceries,Dairy,Mobile,13696.2,36,2158.69
North,Sports,Team Sports,In-Store,45560.45,145,18144.84
South,Electronics,Laptops,Online,12542.25,175,2530.83
North,Electronics,Tablets,In-Store,5197.23,27,2327.07
West,Sports,Team Sports,Online,8644.71,141,645.73
West,Sports,Outdoor,Online,7394.28,43,2699.46
East,Electronics,Tablets,Online,2051.46,6,270.68
South,Clothing,Kids,Mobile,21434.27,169,6669.26
West,Furniture,Office,In-Store,17457.92,64,5763.61
West,Sports,Gym,Mobile,5565,14,1540.04
East,Beauty,Haircare,In-Store,66830.6,190,26490.3
West,Sports,Outdoor,In-Store,83686.88,184,16813.31
North,Groceries,Dairy,In-Store,30469.02,138,9973.21
East,Furniture,Office,Mobile,76605.4,170,31183.76
North,Electronics,Accessories,Mobile,1125.75,75,176.64
North,Electronics,Tablets,In-Store,53914,140,13085.64
West,Clothing,Kids,Mobile,52419.84,136,3227.76
North,Furniture,Office,Mobile,24102.5,125,9354.6
East,Furniture,Bedroom,In-Store,18607.7,146,3394.16
East,Groceries,Produce,In-Store,53650.48,158,14482.03
South,Clothing,Men,Online,4294.8,15,232.01
South,Furniture,Living Room,In-Store,2197.42,23,566.18
South,Electronics,Tablets,In-Store,48785.92,152,16036.55
East,Groceries,Produce,Mobile,16764.3,63,6355.88
West,Electronics,Phones,In-Store,36160.1,74,3570.88
East,Clothing,Women,Mobile,4650.03,121,1694.4
East,Furniture,Living Room,Online,85127.76,174,32660.87
North,Electronics,Phones,Online,11404.86,131,4091.66
West,Beauty,Makeup,Online,88941.52,179,11736.39
East,Clothing,Kids,Online,15582.84,78,4907.67
South,Clothing,Men,Online,51229.08,116,11637.97
South,Electronics,Laptops,Mobile,22608.72,72,3264.66
North,Electronics,Laptops,In-Store,3966.68,131,401.52
East,Sports,Team Sports,In-Store,11603.2,80,793.02
East,Groceries,Produce,In-Store,23676.61,181,5213.73
West,Furniture,Living Room,Online,46427.45,95,15162.62
North,Sports,Outdoor,In-Store,18975.02,157,4581.94
West,Electronics,Tablets,Online,344.7,5,73.14
South,Clothing,Women,Online,16838.93,127,1068.67
West,Clothing,Men,Online,10114.65,171,1073.95
East,Beauty,Makeup,Mobile,33741.4,70,7891.95
South,Sports,Team Sports,Online,54617.64,154,5886.91
North,Furniture,Living Room,Mobile,17282.5,50,5288.64
West,Clothing,Kids,Mobile,11295.88,178,3848.61
North,Clothing,Women,Mobile,23062.4,80,1565.64
North,Sports,Gym,In-Store,799.4,70,147.55
East,Clothing,Men,Online,27415.9,85,9688.54
West,Furniture,Living Room,Online,9183.75,79,3247.23
East,Beauty,Haircare,Mobile,51415.2,193,3607.79
East,Groceries,Dairy,Mobile,42086,110,4873.3
South,Beauty,Haircare,Mobile,35766.05,185,14055.14
South,Furniture,Bedroom,Mobile,2313.08,11,335.02
East,Clothing,Kids,Mobile,23653.44,96,1793.28
North,Groceries,Dairy,Online,21377.52,162,5120.32
South,Furniture,Bedroom,In-Store,23409.53,151,6864.98
South,Sports,Gym,Online,39978.8,178,15231.85
West,Groceries,Dairy,Online,31672.36,188,10663.05
South,Clothing,Women,Online,29467.81,127,5292.86
North,Beauty,Haircare,In-Store,16513.16,41,2542.24
North,Clothing,Women,In-Store,16696.75,175,5847.81
West,Groceries,Produce,In-Store,8500.2,62,2356.81
West,Beauty,Skincare,In-Store,22118.72,169,3700.56
North,Clothing,Men,Online,41675.06,109,3672.54
East,Groceries,Dairy,Online,55602.72,144,13208.45
South,Groceries,Bakery,In-Store,12270.5,115,4749.54
North,Clothing,Men,Mobile,2494.44,9,901.94
South,Clothing,Kids,Online,13938.81,181,2594.6
East,Furniture,Living Room,In-Store,340.8,60,67.19
North,Electronics,Laptops,In-Store,4345.16,92,520.49
South,Groceries,Bakery,Online,17995.57,199,2768.22
East,Furniture,Living Room,In-Store,33880,100,4537.42
West,Beauty,Haircare,In-Store,5425.95,61,1288.27
North,Electronics,Phones,Online,7037.25,165,1801.87
West,Sports,Team Sports,Online,24971.44,52,2490.1
North,Beauty,Haircare,Online,34785.17,109,6825.49
West,Clothing,Kids,In-Store,66092.16,174,6456.1
North,Furniture,Office,Mobile,33488.44,94,5058.15
East,Groceries,Dairy,Online,37289.2,101,11353.25
West,Sports,Team Sports,In-Store,1876.6,10,608.88
South,Furniture,Bedroom,Mobile,3527.35,19,433.17
West,Groceries,Produce,Mobile,81894.54,182,7529.99
North,Electronics,Phones,Online,83220.1,170,12214.25
South,Sports,Outdoor,Mobile,16348,67,1446.87
West,Sports,Outdoor,Mobile,8881.17,57,3052.34
East,Sports,Gym,Online,12309.34,29,2032.64
South,Sports,Team Sports,Online,10035.1,170,3221.71
East,Groceries,Produce,Online,3216.46,178,768.87
East,Clothing,Women,Online,5410.17,141,1912.67
North,Furniture,Bedroom,Mobile,13249.5,55,1588.4
South,Beauty,Skincare,Mobile,29877.12,133,2136.14
West,Sports,Team Sports,Online,17818.68,132,3043.37
North,Beauty,Haircare,Mobile,5800.32,18,409.58
East,Beauty,Skincare,Mobile,29451.65,85,10361.7
West,Electronics,Laptops,Mobile,11958.31,119,3941.28
South,Sports,Team Sports,Online,15988.86,58,3283.27
West,Electronics,Accessories,In-Store,4242.57,103,1826.49
West,Furniture,Bedroom,In-Store,28777.84,182,5066.45
East,Beauty,Haircare,Online,17884.9,142,2779.3
South,Beauty,Skincare,Online,58354.56,176,6886.89
West,Furniture,Bedroom,In-Store,5960.68,31,534
South,Clothing,Men,Mobile,35205.06,82,4570
North,Furniture,Bedroom,Mobile,9730.28,38,2427.62
North,Groceries,Dairy,Mobile,13433.85,135,1692.45
West,Electronics,Laptops,In-Store,56543.13,189,6366.65
West,Beauty,Makeup,Online,7948.28,109,524.42
South,Clothing,Kids,Mobile,8758.92,47,698.98
East,Electronics,Laptops,Mobile,40978.44,171,6607.41
East,Sports,Team Sports,In-Store,20727.32,191,8090.46
East,Sports,Gym,Online,257.44,1,110.35
West,Clothing,Kids,Online,63914.48,133,15417.18
South,Beauty,Haircare,Online,7015.75,25,1360.33
South,Electronics,Phones,In-Store,37437.84,116,7617.99
East,Beauty,Haircare,Online,366.99,3,73.33
North,Clothing,Kids,Mobile,51433.65,135,5781.34
North,Beauty,Makeup,Online,74118.24,152,11068.12
South,Beauty,Makeup,Online,39984.8,80,16919.76
West,Sports,Gym,Mobile,54165.4,170,16372.65
West,Sports,Gym,Online,28763.1,135,10481.73
East,Electronics,Phones,In-Store,5150.4,174,1821.85
West,Furniture,Living Room,Mobile,4488.12,126,1077.58
East,Beauty,Skincare,In-Store,56381.36,196,12751.81
North,Sports,Team Sports,Mobile,9658.32,168,1254.9
South,Furniture,Office,Online,3137.97,111,192.85
East,Sports,Gym,Online,32678.76,166,7103.25
East,Beauty,Makeup,Online,31380.24,106,2731.12
West,Beauty,Makeup,Mobile,62141.04,156,12937.89
West,Beauty,Haircare,Mobile,69957.56,172,16255.49
South,Groceries,Bakery,In-Store,17787.8,76,1155.13
West,Groceries,Bakery,Online,5607,12,1530.73
West,Furniture,Bedroom,Mobile,3579.8,35,785.73
East,Furniture,Bedroom,Online,12910.14,51,2471.42
East,Beauty,Haircare,In-Store,9247.67,139,4079.35
West,Furniture,Office,In-Store,4993.92,32,368.03
South,Sports,Gym,In-Store,69185.84,184,12365.4
West,Electronics,Tablets,Online,18527.15,155,3609.67
South,Beauty,Makeup,In-Store,38345.67,99,7234.49
North,Sports,Gym,In-Store,14652.81,61,2269.62
South,Furniture,Bedroom,Mobile,4971,25,536.22
West,Furniture,Bedroom,Online,13954.56,138,5195.53
East,Beauty,Makeup,Mobile,57687.91,161,13249.96
North,Beauty,Haircare,In-Store,3857.25,111,864.26
West,Electronics,Phones,Online,4135.86,74,1544.33
West,Groceries,Dairy,Mobile,23831.04,96,6510.21
South,Electronics,Accessories,Online,54583.71,199,12827.8
East,Beauty,Makeup,Online,8443.47,31,2957.21
North,Groceries,Bakery,Online,18509.4,113,5951.73
North,Sports,Team Sports,Mobile,18076.1,62,2116.35
East,Electronics,Phones,Mobile,74371.32,166,17093.08
West,Furniture,Living Room,Online,7408.26,18,3293.76
West,Groceries,Bakery,Mobile,38039.48,124,11629.66
East,Electronics,Phones,In-Store,9407.86,149,830.49
North,Groceries,Produce,Mobile,67111.8,140,16252.85
North,Groceries,Bakery,Mobile,11045.7,27,3551.47
North,Groceries,Dairy,Mobile,69676.88,182,19582.51
West,Clothing,Men,Mobile,25479.52,62,6578.07
West,Clothing,Men,Online,2380.9,145,565.74
East,Furniture,Office,In-Store,23570.4,138,2388.25
West,Electronics,Tablets,Online,17298.4,40,7454.98
South,Electronics,Phones,In-Store,42595.28,91,16582.79
South,Groceries,Dairy,Mobile,15079.95,45,1908.17
North,Clothing,Men,Mobile,21768.74,194,2697.79
East,Sports,Team Sports,Mobile,42914.2,140,9196.59
East,Sports,Team Sports,In-Store,8213.76,96,3290.11
South,Groceries,Dairy,Mobile,8389.02,23,3440.53
East,Electronics,Accessories,In-Store,58941.08,194,11795.3
North,Electronics,Tablets,Mobile,20676.6,135,4441.07
East,Electronics,Phones,In-Store,10583.1,55,1497.98
North,Clothing,Women,Mobile,12886,34,2506.76
South,Electronics,Tablets,Online,17606.19,49,3102.1
North,Groceries,Produce,In-Store,8200.2,79,3600.81
West,Sports,Team Sports,Online,44189.55,135,11448
East,Groceries,Dairy,Mobile,50784.63,197,3648.12
East,Electronics,Laptops,Mobile,14825.72,182,6169.87
East,Electronics,Tablets,Mobile,14147.4,51,4583.59
East,Furniture,Office,Online,557.15,5,247.17
West,Furniture,Living Room,Mobile,31927.28,77,5404.47
West,Electronics,Laptops,Online,14164.5,57,6153.37
South,Sports,Outdoor,In-Store,19496.34,178,3030.42
East,Sports,Outdoor,Online,36185.8,140,7512.14
East,Sports,Gym,Online,27404.64,72,9771.14
West,Groceries,Produce,In-Store,26704.94,82,9081.7
West,Beauty,Makeup,Online,26260.41,151,3196.12
North,Clothing,Kids,Mobile,18249.51,41,1678.57
West,Groceries,Bakery,Mobile,23327.46,78,9489.64
West,Furniture,Bedroom,In-Store,7783.75,25,1082.19
East,Electronics,Phones,Mobile,10108.14,82,3250.6
North,Groceries,Dairy,Mobile,3924,8,405.99
East,Beauty,Makeup,In-Store,69009.1,155,27943.34
South,Furniture,Bedroom,In-Store,30107.35,65,3948.48
East,Electronics,Phones,In-Store,314.64,36,19.65
North,Sports,Outdoor,In-Store,4049.52,12,799.37
East,Electronics,Accessories,Mobile,2749,25,1042.95
East,Clothing,Women,Mobile,1827,12,777.77
North,Clothing,Women,Online,25515.36,174,2883.35
West,Furniture,Living Room,In-Store,25964.25,65,9254.95
South,Groceries,Produce,Mobile,40592.55,95,12542.13
West,Furniture,Living Room,Mobile,27207,75,4909.75
South,Electronics,Tablets,Mobile,19749.29,151,6268.49
North,Beauty,Skincare,In-Store,29040.72,69,4651.7
West,Groceries,Bakery,Mobile,24767.54,199,6698.1
North,Groceries,Dairy,Online,41130.24,128,6882.74
West,Furniture,Living Room,Mobile,55789.11,123,17850.15
East,Sports,Gym,Online,35638.48,158,2396.89
South,Furniture,Living Room,In-Store,35019.91,97,2896.55
South,Clothing,Kids,Mobile,28778.15,89,3126.98
North,Beauty,Haircare,Online,6572.08,113,1364.79
South,Furniture,Office,Mobile,19935.84,82,4684.06
South,Furniture,Office,Online,19312.93,91,4099.77
South,Electronics,Tablets,In-Store,305.83,7,27.56
South,Beauty,Haircare,Mobile,33041.08,82,7298.22
South,Beauty,Skincare,In-Store,62999.39,157,16709.06
South,Clothing,Kids,Online,50351.08,148,15743.02
North,Sports,Team Sports,Online,4664.54,134,1757.89
West,Furniture,Office,Mobile,62779.2,145,25467.87
East,Electronics,Laptops,Online,31051.93,91,3544.88
North,Clothing,Kids,In-Store,31341.35,89,13657.65
North,Groceries,Dairy,In-Store,14478.84,74,3716.5
East,Beauty,Skincare,Mobile,15818.4,48,3019.81
South,Furniture,Office,Online,6142.2,15,2627.41
East,Clothing,Men,Mobile,64773.52,188,21604.95
North,Groceries,Dairy,In-Store,39830.04,129,15696.01
North,Electronics,Laptops,Mobile,36110.46,191,5694.04
North,Groceries,Produce,In-Store,323.19,1,44.44
South,Furniture,Office,In-Store,26020.8,160,9937.12
West,Clothing,Women,In-Store,33363.75,75,7148.96
East,Sports,Gym,Mobile,15213.55,55,1676.11
East,Clothing,Kids,In-Store,2696.1,55,571.3
South,Beauty,Haircare,Online,7374.69,67,887.97
North,Furniture,Office,In-Store,17518.48,196,2630.16
South,Beauty,Haircare,Online,6886,20,1238.38
East,Sports,Gym,In-Store,30483.2,176,12904.98
South,Clothing,Kids,Online,12883.5,175,3476.51
East,Beauty,Makeup,In-Store,61407.6,146,22797.54
West,Electronics,Tablets,In-Store,11348.13,43,1480.64
North,Beauty,Skincare,Mobile,66668.1,194,20840.03
East,Beauty,Skincare,Online,11074.49,97,4067.22
North,Beauty,Haircare,Online,55266.36,164,16379.85
North,Clothing,Men,In-Store,2288.08,37,296.46
West,Electronics,Accessories,In-Store,8077.14,23,1168.2
West,Beauty,Haircare,Mobile,21496,160,1894.46
West,Clothing,Kids,Mobile,32825.6,115,10073.19
East,Sports,Outdoor,Online,2775.08,119,796.28
South,Clothing,Kids,In-Store,91524.23,197,13061.22
West,Electronics,Phones,In-Store,43188.2,134,5300.59
North,Beauty,Makeup,In-Store,37084.32,144,6137.45
South,Clothing,Men,In-Store,3454.66,11,629.35
East,Groceries,Produce,Mobile,19945.4,155,5691.14
West,Sports,Outdoor,In-Store,3374.82,18,1113.62
West,Sports,Outdoor,In-Store,2805.3,135,1220.68
East,Electronics,Accessories,Mobile,1610.08,29,98.65
West,Furniture,Living Room,Online,390.27,1,101.96
East,Beauty,Haircare,Mobile,4042,20,1060.8
East,Clothing,Women,Mobile,45537.14,121,7270.88
North,Sports,Team Sports,In-Store,10442.4,114,1653.37
East,Groceries,Produce,Mobile,45231.2,164,8481
South,Electronics,Accessories,In-Store,2829.6,20,1124.6
East,Furniture,Living Room,In-Store,21356.19,181,6050.85
North,Clothing,Men,Online,12491.05,55,1405.95
East,Clothing,Women,Mobile,31659.87,197,6200.55
East,Electronics,Accessories,In-Store,102.36,12,6.28
North,Sports,Outdoor,Mobile,9858.61,43,2704.8
South,Clothing,Women,In-Store,31457.79,91,7651.12
West,Clothing,Men,Online,13057.2,30,5633.26
West,Furniture,Office,Mobile,24031.6,146,8308.41
North,Beauty,Haircare,In-Store,7573.02,73,2826.2
West,Groceries,Produce,In-Store,958.68,4,417.36
West,Furniture,Living Room,In-Store,1329.79,157,182.25
West,Electronics,Accessories,Online,5921.16,19,677.5
South,Furniture,Office,In-Store,29956.32,72,12170.76
South,Electronics,Phones,Online,16893.04,184,3060.72
North,Sports,Team Sports,In-Store,41507.7,145,2388.34
North,Clothing,Men,Online,16993.2,170,5923.62
East,Electronics,Accessories,In-Store,3807.6,24,357.64
South,Electronics,Accessories,In-Store,32621.66,71,10260.98
West,Electronics,Tablets,In-Store,3948.8,8,1158.98
South,Sports,Outdoor,Mobile,655.26,6,39.95
South,Groceries,Produce,Mobile,23824.32,78,3645.85
West,Beauty,Skincare,In-Store,9704.7,82,2529.76
East,Electronics,Accessories,Mobile,16987.65,109,6480.14
South,Clothing,Kids,In-Store,75939.84,192,33394.76
West,Clothing,Men,Online,28029.66,89,8451.09
West,Beauty,Haircare,Mobile,9237.76,128,3387.97
North,Sports,Team Sports,Online,16206.76,194,2742.4
North,Clothing,Women,In-Store,370.29,3,102.6
South,Beauty,Haircare,Mobile,2376.36,18,310.28
South,Groceries,Bakery,Mobile,12595.88,44,4606.93
North,Clothing,Men,Online,89251.4,185,18672.74
East,Electronics,Tablets,In-Store,72361.3,157,14044.6
West,Sports,Team Sports,In-Store,26092.08,63,9281.6
North,Furniture,Living Room,Mobile,40296.75,195,14575.02
South,Furniture,Office,Online,45398.07,123,18908.97
West,Beauty,Makeup,In-Store,11006.55,31,3917.24
East,Furniture,Living Room,Online,31827.63,69,3205.55
North,Sports,Team Sports,Mobile,45433.96,188,16513.32
East,Groceries,Bakery,Mobile,40701.36,98,11179.45
East,Groceries,Dairy,Mobile,19443.06,117,8392.37
South,Sports,Gym,Mobile,705.55,137,183.34
North,Electronics,Tablets,In-Store,6067.52,32,2639.13
East,Sports,Outdoor,In-Store,3736.8,90,1162.6
West,Beauty,Makeup,Online,44091.54,102,12618.51
North,Furniture,Bedroom,In-Store,20365.72,127,1206.21
North,Groceries,Produce,Online,13230.39,159,4104.68
East,Electronics,Tablets,Online,45520.86,118,16362
West,Groceries,Produce,Mobile,797.79,21,201.8
East,Beauty,Makeup,Online,3504.96,48,224.94
East,Groceries,Bakery,Mobile,15232.32,144,5683.74
North,Sports,Team Sports,Mobile,17514,90,2851.53
North,Clothing,Women,In-Store,1989.12,28,506.98
West,Furniture,Office,Mobile,70167.9,165,5864.9
North,Furniture,Bedroom,Mobile,6231.81,29,2643.56
East,Beauty,Skincare,Mobile,29348.84,179,13063.74
North,Clothing,Women,Mobile,61034.85,135,11678.9
South,Groceries,Produce,Mobile,25071.15,169,7668.53
East,Clothing,Women,In-Store,7525.9,19,906.38
South,Electronics,Tablets,Mobile,30905.45,157,3121.52
South,Groceries,Produce,In-Store,46991.75,95,5397.87
North,Beauty,Skincare,In-Store,22150.7,55,6183.53
West,Beauty,Haircare,Mobile,10410,30,1137.55
North,Sports,Gym,Online,36601.76,104,2680.3
West,Clothing,Women,Online,1577.46,61,84.88
North,Sports,Outdoor,In-Store,5345.4,60,1493.6
South,Groceries,Bakery,Mobile,62225.77,179,27960.59
South,Beauty,Skincare,Mobile,65804.72,134,20245.14
West,Sports,Gym,Online,29204.63,67,3314.59
South,Electronics,Accessories,Mobile,65825.96,158,14624.47
West,Beauty,Haircare,Online,1313.78,31,222.68
South,Clothing,Kids,Online,12031.53,159,2342.93
East,Beauty,Skincare,Mobile,30476.19,127,11095.92
West,Furniture,Office,Online,988.28,2,254.72
East,Clothing,Women,Mobile,17992.18,58,3696.31
North,Sports,Gym,Mobile,8069.04,126,3565.53
North,Groceries,Bakery,Online,42215.37,97,3680.3
West,Groceries,Bakery,In-Store,12697.84,92,663.39
South,Furniture,Living Room,Online,5553.9,66,1423.48
East,Sports,Team Sports,Mobile,7404.6,172,2473.93
South,Groceries,Dairy,Online,27257.8,170,11303.22
West,Beauty,Haircare,In-Store,3983.04,9,809.34
West,Beauty,Skincare,Mobile,28228.8,60,1912.36
South,Furniture,Living Room,In-Store,35564.52,109,12329.76
East,Groceries,Bakery,Online,13415.87,31,5114.08
West,Groceries,Produce,Online,2005.08,14,228.27
South,Sports,Outdoor,Online,1786.62,22,615.96
South,Clothing,Men,Online,19667.66,146,2966.28
South,Electronics,Tablets,In-Store,3597.65,35,538.58
South,Groceries,Produce,In-Store,560.76,3,115.74
East,Groceries,Dairy,Mobile,18936.3,47,2249.15
South,Sports,Outdoor,In-Store,31249.68,76,12857.07
South,Electronics,Tablets,In-Store,6139.12,26,1845.19
South,Furniture,Bedroom,In-Store,1502.12,34,211.6
East,Sports,Outdoor,Online,48802.32,168,19407.72
West,Groceries,Produce,Mobile,3749.76,124,1434.6
West,Groceries,Bakery,Online,530.24,8,166.91
East,Sports,Team Sports,Mobile,15694.35,105,1903.24
West,Sports,Outdoor,Online,8668.14,39,1709.7
West,Clothing,Men,Online,1479.33,27,184.56
East,Groceries,Dairy,Online,40035.18,138,8678.26
West,Beauty,Makeup,Mobile,66856.24,164,3672.21
North,Beauty,Makeup,Mobile,405.1,5,60.31
West,Beauty,Haircare,Mobile,32159.19,131,10420.75
North,Furniture,Bedroom,Mobile,8099.82,17,2142.89
East,Groceries,Dairy,Online,1561.8,12,402.62
East,Groceries,Dairy,In-Store,17840.79,99,3499.23
East,Beauty,Makeup,Online,45054.3,179,19130.72
East,Groceries,Bakery,Online,59886.16,166,8429.44
West,Furniture,Office,In-Store,15725.34,51,4772.93
East,Clothing,Kids,In-Store,12831.84,168,4907.7
North,Sports,Team Sports,Mobile,51623.22,187,8245.1
East,Electronics,Accessories,In-Store,20898.38,167,9012.37
North,Clothing,Women,In-Store,36262.54,142,3075.86
North,Groceries,Dairy,Mobile,28159.6,178,8958.67
West,Beauty,Makeup,Online,41782.86,126,4385.63
North,Electronics,Phones,Mobile,158.65,1,44.07
North,Clothing,Women,In-Store,28433.05,145,8445.86
East,Sports,Team Sports,Mobile,2892,80,192.64
South,Electronics,Accessories,Online,2901.92,28,204.36
East,Furniture,Office,In-Store,13603.42,37,4781.54
East,Sports,Gym,Mobile,6662.24,52,954.22
South,Electronics,Accessories,In-Store,45311.58,114,16255.58
West,Electronics,Accessories,Online,19723.46,41,6156.58
South,Clothing,Women,In-Store,50051.4,170,7944.28
West,Clothing,Kids,In-Store,6483.54,14,2126.62
West,Electronics,Phones,Online,84479.5,175,15673.02
South,Sports,Team Sports,Online,15415.68,74,1102.64
West,Sports,Outdoor,In-Store,13825.04,122,5379.11
West,Furniture,Bedroom,In-Store,724.35,3,176.7
East,Beauty,Makeup,Mobile,52726.08,176,9899.12
East,Clothing,Kids,In-Store,17798.88,176,4565.3
South,Groceries,Dairy,In-Store,13758.08,74,1049.3
South,Clothing,Women,Mobile,9679.18,94,2477.28
North,Sports,Team Sports,In-Store,3229.74,9,1060.48
East,Groceries,Bakery,Online,6214.32,108,1479.11
North,Electronics,Laptops,In-Store,34317.8,110,12167.94
South,Beauty,Makeup,In-Store,92487.93,191,7905.19
North,Sports,Outdoor,In-Store,20800.52,169,8935.38
South,Electronics,Phones,Mobile,31100.84,188,13443.79
West,Sports,Outdoor,Online,25785.33,197,5711.2
South,Electronics,Tablets,In-Store,44755.04,118,16069.45
East,Electronics,Accessories,Mobile,15470,68,869.97
