age_group,gender,region,diet_type,bmi,sleep_hours,health_score
18-24,Male,West,Vegan,36.59,5.68,46.18
18-24,Male,Northeast,Vegan,32.58,6.14,32.58
25-34,Male,Midwest,Vegetarian,21.55,5.47,93.93
35-44,Male,Southwest,Keto,26.34,5.51,58.37
18-24,Male,Northeast,Omnivore,30.75,7.73,98.15
35-44,Male,Northeast,Vegan,31.48,6.16,46.56
35-44,Male,Southeast,Omnivore,25.81,7.55,80.89
55+,Male,West,Keto,41.98,8.99,88.69
25-34,Male,West,Vegan,33.92,8.65,96.57
18-24,Male,Midwest,Omnivore,16.13,5.07,67.91
45-54,Female,Southwest,Keto,27.24,9.34,52.76
45-54,Female,Midwest,Vegan,29.31,7.09,77.69
25-34,Male,Midwest,Vegan,34.44,5.16,63.3
55+,Female,Northeast,Omnivore,23.43,5.81,33.92
45-54,Female,Midwest,Keto,38.49,5.85,38.25
18-24,Male,Southeast,Vegetarian,26.66,8.98,93.69
18-24,Female,Midwest,Keto,37.44,4.41,38.4
25-34,Male,West,Vegetarian,37.34,7.73,81.38
25-34,Female,Southeast,Omnivore,25.09,6.34,47.46
25-34,Male,Northeast,Omnivore,38.31,9.2,65.67
25-34,Male,Northeast,Omnivore,27.3,7.84,80.59
45-54,Male,Northeast,Omnivore,37.69,6.09,98.12
55+,Male,Southeast,Vegetarian,25.87,4.18,77.68
18-24,Male,Northeast,Omnivore,19.16,5.39,34.06
45-54,Male,Southeast,Omnivore,19.66,9.75,70.16
55+,Male,Northeast,Vegetarian,38.14,9.17,56.94
55+,Male,Southwest,Keto,37.99,7.76,75.16
35-44,Female,Northeast,Vegan,30.38,9.38,55.34
35-44,Male,Southeast,Vegetarian,40.77,4.72,97.37
25-34,Female,Southeast,Omnivore,41.61,6.94,34.84
45-54,Male,Northeast,Omnivore,24.22,7.27,75.16
35-44,Male,Southeast,Omnivore,26.95,4.67,85.85
25-34,Male,Midwest,Vegetarian,31.13,9.15,43.33
45-54,Male,Northeast,Vegan,17.86,8.83,64.86
18-24,Male,Southwest,Vegetarian,34.66,8.04,44.44
35-44,Female,Northeast,Keto,36.72,9.13,76.16
45-54,Female,West,Keto,39.97,9.51,67.22
45-54,Male,Southwest,Vegetarian,31.74,5.25,62.23
55+,Male,Southeast,Vegetarian,21.72,7.93,99.51
55+,Female,West,Vegetarian,38.71,7.37,88.71
25-34,Male,Southwest,Keto,24.07,8.81,46.37
55+,Female,West,Omnivore,40.05,6.49,61.73
45-54,Male,Southeast,Omnivore,32.55,7.4,92.79
45-54,Female,Southeast,Omnivore,25.68,8.52,38.05
35-44,Male,Southwest,Omnivore,31.73,4.61,35.68
35-44,Male,Northeast,Omnivore,32.09,6.86,66.72
25-34,Male,Midwest,Keto,32.56,4.27,42.35
35-44,Female,Northeast,Omnivore,31.75,9.99,90.15
45-54,Female,Midwest,Vegetarian,25.38,6.43,56.41
35-44,Male,Northeast,Omnivore,30.71,6.11,43.56
18-24,Male,West,Vegetarian,41.95,9.17,45.36
25-34,Female,West,Vegan,33.72,5.9,30.83
18-24,Female,Southwest,Vegetarian,41.07,7.47,67.19
35-44,Male,West,Keto,27.73,9.5,65.02
18-24,Male,Northeast,Omnivore,38.29,6.92,77.07
55+,Male,Midwest,Keto,17.84,4.28,69.64
35-44,Male,Southwest,Vegan,36.61,8.81,61.91
18-24,Male,West,Omnivore,28.8,7.1,60.67
35-44,Female,Southeast,Vegan,21.75,7.96,44.22
25-34,Male,Midwest,Omnivore,27.58,5.67,39.26
45-54,Female,West,Omnivore,39.59,4.29,69.32
45-54,Male,Southwest,Vegetarian,27.88,5.01,64.31
45-54,Male,Southwest,Vegetarian,38.77,6.22,72.49
35-44,Female,Southeast,Keto,36.48,7.85,92.59
25-34,Male,Southwest,Omnivore,35.22,4.8,80.32
25-34,Female,West,Omnivore,27.4,9.04,90.45
55+,Male,West,Keto,26.29,5.38,99.62
45-54,Female,Northeast,Keto,17.97,8.22,38.44
45-54,Male,Northeast,Vegetarian,21.29,4.6,90.41
55+,Male,Southeast,Vegetarian,34.38,6.28,49.24
35-44,Male,Southeast,Vegetarian,16.58,7.1,49.76
55+,Male,Southwest,Vegetarian,21.46,4.57,62.65
45-54,Female,Northeast,Keto,26.66,4.54,85.67
55+,Male,Southwest,Vegetarian,31.21,9.48,73.38
45-54,Male,Southeast,Vegan,35.41,9.37,89.7
35-44,Female,Southwest,Omnivore,32.13,6.38,66.24
18-24,Female,Midwest,Vegetarian,22.05,5.73,98.89
35-44,Male,Northeast,Keto,16.23,8.72,80.75
35-44,Male,Southwest,Vegetarian,31.72,4.62,53.81
18-24,Male,Southeast,Vegetarian,24.38,7.82,36.8
55+,Male,Southeast,Vegan,34.18,9.85,59.41
18-24,Male,Midwest,Vegan,36.35,7.99,96.04
25-34,Male,Northeast,Omnivore,39.3,7.99,37.19
18-24,Male,West,Keto,39.59,4.5,61.58
45-54,Female,Midwest,Vegan,17.43,7.35,82.6
35-44,Male,West,Keto,25.39,4.82,70.49
45-54,Male,Southeast,Keto,22.49,9.5,91.7
35-44,Female,Northeast,Omnivore,32.81,4.13,73.5
45-54,Female,Southwest,Keto,29.09,5.18,76.82
18-24,Male,Northeast,Vegetarian,20.07,4.51,66.25
55+,Male,Southeast,Keto,39.94,8.13,89.64
35-44,Female,Southwest,Omnivore,27.79,6.66,55.62
55+,Female,Southwest,Vegan,21.37,7.85,92.76
45-54,Male,Southeast,Vegetarian,21.64,7.52,65.76
55+,Female,Northeast,Keto,20.3,5.78,39.91
55+,Male,West,Vegan,37.37,6.79,40.78
55+,Female,Midwest,Vegan,22.39,8.73,76.2
18-24,Female,West,Keto,32.18,7.78,70.13
18-24,Male,Southeast,Vegan,36.8,9.79,52.29
18-24,Female,Midwest,Vegetarian,21.33,9.51,97.58
55+,Female,West,Vegetarian,30.09,7.06,51.14
25-34,Male,Midwest,Keto,35.61,7.42,68.32
55+,Female,West,Vegetarian,41.11,6.66,76.89
25-34,Female,Southeast,Vegetarian,25.15,5.42,88.8
18-24,Male,Northeast,Keto,35.43,7.15,47.25
25-34,Male,Midwest,Omnivore,36.37,9.84,98.14
45-54,Female,West,Omnivore,21.63,6.95,72.18
35-44,Male,Midwest,Omnivore,29.82,7.01,40.17
55+,Female,Northeast,Omnivore,33.99,5.44,55.02
18-24,Female,Southeast,Omnivore,19.35,9.91,96.12
25-34,Female,Northeast,Vegan,30.13,5.19,30.54
55+,Male,Midwest,Vegetarian,20.83,4.15,94.79
45-54,Female,West,Vegan,34.3,4.78,80.25
55+,Female,Southeast,Keto,26.46,7.82,79.28
45-54,Male,Southeast,Omnivore,23.82,8.93,93.93
18-24,Male,West,Omnivore,30.07,4.59,38.67
55+,Female,Southeast,Omnivore,29.35,5.91,46.51
35-44,Female,Southwest,Keto,30.84,5.77,75.68
35-44,Female,Northeast,Vegan,38.47,8.35,48.39
18-24,Male,Southeast,Omnivore,35.69,4.57,51.04
18-24,Male,West,Vegetarian,17.56,9.25,68.94
25-34,Female,Southeast,Keto,36.98,7.26,71.59
25-34,Male,Northeast,Omnivore,33.14,4.08,46.19
35-44,Male,West,Vegan,21.26,8.54,84.94
45-54,Male,West,Keto,25.18,6.75,98.95
18-24,Female,Southwest,Vegan,34.11,9.5,45.87
35-44,Male,Midwest,Keto,35.19,8.82,71.08
35-44,Female,Northeast,Omnivore,24.53,8.09,51.31
45-54,Female,Midwest,Keto,18.43,4.16,77.06
45-54,Male,Southwest,Vegetarian,34.89,6.31,89.81
45-54,Male,Southeast,Vegetarian,17.56,6.79,96.79
55+,Female,West,Keto,33.83,7.27,70.94
18-24,Male,Midwest,Vegan,17.8,6.51,69.6
55+,Male,Midwest,Keto,35.46,6.72,37.99
55+,Male,West,Keto,35.66,9.59,64.44
35-44,Male,Southwest,Omnivore,19.91,5.2,85.12
55+,Male,West,Vegetarian,18.6,7.26,90.06
25-34,Male,West,Vegan,27.03,5.71,88.05
25-34,Female,Southwest,Omnivore,38.81,9.5,67.31
25-34,Female,Northeast,Vegetarian,26.34,8.41,56.21
55+,Male,West,Omnivore,40.51,8.21,89.81
35-44,Male,Southwest,Keto,36.12,9.92,47.11
45-54,Male,Southwest,Keto,30.87,6.72,98.7
25-34,Female,Northeast,Vegetarian,24.58,7.05,93.68
55+,Male,Midwest,Vegan,22.9,8.07,90.76
55+,Male,West,Vegetarian,24.68,7.89,89.42
45-54,Male,Southwest,Keto,36.86,9.12,92.74
18-24,Female,Midwest,Vegan,16.35,8.99,45.84
55+,Male,Southwest,Vegetarian,20.12,8.23,31.48
45-54,Female,Southeast,Vegetarian,30.37,7.45,99.7
18-24,Female,Southeast,Vegan,22.53,7.72,46.41
18-24,Male,Southwest,Omnivore,17.13,8.13,83.93
45-54,Male,Northeast,Keto,19.05,6.22,87.78
55+,Female,Southwest,Vegan,16.24,9.29,61.04
55+,Female,Southeast,Vegan,31.15,8.32,56.28
55+,Female,Midwest,Vegetarian,39.74,6.11,41.25
55+,Female,Northeast,Keto,28.37,6.05,44.55
45-54,Female,Southwest,Vegetarian,35.71,9.2,51.48
55+,Female,Midwest,Omnivore,24.11,9.66,53.08
25-34,Male,Northeast,Omnivore,26.32,4.02,34.37
45-54,Female,Southeast,Keto,20.78,6.41,31.4
35-44,Female,West,Vegetarian,30.53,9.31,40.76
18-24,Male,Southeast,Omnivore,19.58,7.27,54.56
35-44,Female,Southeast,Omnivore,18.7,4.72,95.62
18-24,Female,Southeast,Vegan,41.68,5.8,30.09
35-44,Female,Midwest,Omnivore,21.16,9.88,35.86
55+,Male,Northeast,Vegetarian,31.99,4.77,47.25
45-54,Female,West,Keto,25.22,6.27,33.53
18-24,Male,Midwest,Vegan,32.25,8.16,44.84
18-24,Female,Northeast,Omnivore,34.04,7.25,96.24
25-34,Female,West,Vegetarian,17.39,7.49,41.84
35-44,Female,West,Keto,28.71,7.97,39.67
55+,Male,Southwest,Vegetarian,35.94,9.37,39.54
45-54,Male,Midwest,Vegan,31.84,8.75,53.99
35-44,Female,Southeast,Omnivore,33.95,8.63,79.05
25-34,Male,Northeast,Vegan,41.77,6.44,59.36
18-24,Male,West,Vegan,16.62,9.36,89.34
18-24,Female,Northeast,Keto,16.64,4.83,99.09
18-24,Male,Northeast,Vegetarian,23.19,4.76,54.94
18-24,Male,Southwest,Vegan,27.5,7.55,95.58
45-54,Female,Midwest,Vegetarian,32.09,6.85,66.43
25-34,Female,West,Vegan,23.81,6.65,98.44
25-34,Male,Northeast,Keto,26,5.32,83.46
35-44,Male,Midwest,Omnivore,35.16,6.75,52.97
45-54,Male,Midwest,Vegan,33.82,6.29,31.92
35-44,Female,Southwest,Omnivore,32.3,8.24,44.38
35-44,Female,Southwest,Omnivore,28.38,4.81,88.19
18-24,Female,Southwest,Omnivore,38.49,5.96,97.3
25-34,Male,West,Vegan,17.39,5.37,78.64
18-24,Male,Southeast,Vegan,25.97,7.46,74.71
18-24,Female,Midwest,Keto,19.64,6.83,85.81
35-44,Male,Southwest,Omnivore,31.43,4.86,84.34
35-44,Male,Southwest,Vegetarian,27.02,7.96,34.2
35-44,Male,Northeast,Keto,35.58,9.35,58.95
35-44,Male,Southwest,Omnivore,20.29,9.69,43.32
45-54,Female,Midwest,Vegan,18.87,6.56,44.91
18-24,Male,West,Vegan,30.01,7.67,50.31
45-54,Male,Southwest,Omnivore,24.29,8.77,72
25-34,Male,Northeast,Keto,24.14,5.01,88.55
18-24,Male,Southeast,Vegan,27.52,9.21,78.54
35-44,Female,Northeast,Keto,41.92,6.54,45.3
18-24,Male,West,Omnivore,35.56,7.5,50.49
25-34,Male,Northeast,Omnivore,16.34,6.11,45.5
35-44,Female,Midwest,Keto,36.5,8.27,33.16
45-54,Female,Northeast,Vegan,30.47,5.51,89.28
45-54,Female,Midwest,Keto,32.16,7.59,66.52
25-34,Female,Southwest,Omnivore,41.62,8.25,66.86
45-54,Male,Southeast,Vegan,30.12,7.59,69.17
55+,Male,Northeast,Vegetarian,23.18,9.08,70.6
45-54,Female,Southwest,Vegetarian,36.81,4.32,56.44
35-44,Male,Southwest,Vegetarian,35.55,8.27,68.3
18-24,Female,Southeast,Omnivore,39.3,6.12,59.07
25-34,Female,Southwest,Vegan,41.34,9.06,65.95
45-54,Male,West,Omnivore,22.13,8.06,48.08
45-54,Male,Midwest,Keto,36.38,6.52,74.53
18-24,Male,Northeast,Keto,18.68,4.17,39.55
35-44,Female,Southwest,Omnivore,32.07,9.73,68.65
18-24,Male,Midwest,Vegan,18.94,7.01,79.44
35-44,Male,West,Keto,32.39,4.4,47.56
25-34,Female,Southwest,Keto,19.75,6.13,35.56
55+,Female,Northeast,Vegetarian,33.12,7.19,80.22
25-34,Male,Southwest,Omnivore,18.3,6.76,90.3
55+,Female,Midwest,Vegetarian,30.42,7.23,55.67
45-54,Male,Northeast,Vegetarian,29.52,8.52,40.01
18-24,Male,Northeast,Vegan,20.31,4.56,46.28
35-44,Female,Southeast,Keto,16.36,6.72,37.08
35-44,Female,Midwest,Omnivore,34.72,9.88,41.91
18-24,Male,Midwest,Keto,18.99,6.19,91.99
18-24,Male,Southeast,Keto,29.11,5.56,45.72
18-24,Male,Midwest,Vegetarian,26.23,6.69,96.53
25-34,Male,Southeast,Vegetarian,21.93,7.66,87.46
55+,Male,Southwest,Keto,24.06,8.55,92.53
25-34,Male,Northeast,Omnivore,19.43,8.42,59.39
55+,Female,Southeast,Vegan,21.24,9.83,74.39
18-24,Female,Midwest,Vegetarian,38.79,4.86,56.79
18-24,Female,Midwest,Keto,39.34,9.26,78.68
35-44,Male,Northeast,Vegan,32.25,9.28,72.97
45-54,Male,West,Vegan,22.88,9.11,83.37
55+,Male,Midwest,Omnivore,22.53,9.81,34.91
18-24,Female,Northeast,Omnivore,39.69,8.95,46.82
18-24,Male,Southwest,Vegan,23.03,9.23,58.26
55+,Female,Southwest,Omnivore,34.87,6.75,71
45-54,Female,Southwest,Keto,23.38,8.86,83.84
25-34,Male,West,Omnivore,21.35,4.87,96.22
18-24,Female,Southeast,Vegan,38.21,9.26,68.63
45-54,Male,Northeast,Omnivore,35.03,8.76,86.91
45-54,Female,Midwest,Keto,16.87,8.85,51.02
55+,Male,Southwest,Vegan,38.94,6.22,83.32
45-54,Female,Southeast,Vegan,16.53,4.44,72.3
45-54,Male,Midwest,Vegan,39.37,4.74,74.23
25-34,Female,Southwest,Vegetarian,19.23,7.26,36.77
18-24,Female,Southeast,Vegan,32.65,6.54,34.32
45-54,Male,Southwest,Vegan,28.99,5.1,64.53
18-24,Male,Northeast,Vegan,35.17,4.78,42.04
35-44,Male,Midwest,Vegetarian,17.14,4.81,63.2
45-54,Female,Southwest,Vegetarian,29.09,6.19,68.23
35-44,Male,Southwest,Vegan,22.69,6.92,66.16
35-44,Male,Midwest,Omnivore,36.51,7.49,90.29
25-34,Male,West,Omnivore,16.65,5.78,49.33
45-54,Female,Southeast,Omnivore,28.36,8.18,61.56
18-24,Male,Midwest,Keto,37.99,4.57,83.61
45-54,Female,West,Vegetarian,40.09,9.17,47.53
18-24,Male,Southwest,Vegetarian,21.13,8.5,62.29
35-44,Male,Northeast,Vegetarian,25.66,5.76,77.24
25-34,Female,Northeast,Keto,19.01,5.17,51.54
45-54,Male,Midwest,Omnivore,36.39,5.82,82.79
25-34,Male,Southwest,Vegan,16.99,6.29,95.31
18-24,Female,Northeast,Omnivore,16.86,7.62,58.22
18-24,Male,Northeast,Omnivore,39.16,5.47,40.28
45-54,Male,Southwest,Keto,17.13,4.43,79.36
55+,Female,West,Vegan,35.22,8.03,39.72
35-44,Female,Southeast,Vegan,35.8,9.54,82.85
35-44,Male,Northeast,Vegetarian,25.36,9.42,34.28
25-34,Male,Midwest,Omnivore,38.14,7.49,42.55
55+,Female,Northeast,Vegan,30.21,8.03,84.74
35-44,Female,Southwest,Vegan,24.09,7.23,55.32
25-34,Female,Southeast,Vegetarian,38.88,5.98,30.56
25-34,Female,West,Vegan,24.21,6.18,92.33
55+,Female,West,Omnivore,22.59,6.48,85.54
18-24,Female,Midwest,Vegetarian,31.26,5.2,94.56
55+,Female,West,Vegan,35.37,6.69,42.03
25-34,Male,Southwest,Keto,20.39,5.78,57.14
25-34,Female,West,Omnivore,16.31,7.21,92.78
18-24,Female,Midwest,Omnivore,21.48,5.3,65.39
35-44,Male,Northeast,Omnivore,32.98,7.74,37.11
45-54,Male,Southwest,Keto,26.48,7.75,81.3
55+,Female,West,Vegetarian,39.21,7.77,97.51
35-44,Female,Southeast,Vegan,27.63,6.65,36.44
45-54,Female,Southwest,Keto,32.88,4.47,85.4
25-34,Female,Midwest,Keto,18.44,9.64,84.84
25-34,Male,Southwest,Omnivore,29.29,6.76,42.32
18-24,Female,Midwest,Keto,37.25,9.68,48.79
45-54,Male,Southwest,Vegetarian,27.8,6.19,53.74
45-54,Female,Southwest,Omnivore,23.19,5.32,34.24
25-34,Male,Northeast,Omnivore,26.3,7.37,43.2
18-24,Female,West,Omnivore,20.78,8.93,76.58
45-54,Male,Midwest,Vegetarian,34.64,6.41,94.18
55+,Female,Southeast,Vegetarian,17.82,9.2,51.03
18-24,Male,West,Vegetarian,24.34,9.27,92.52
25-34,Female,Southwest,Vegan,20.71,8.68,38.05
25-34,Female,West,Vegan,27.25,9.41,54.14
45-54,Male,Southeast,Vegan,35.74,5.13,81.14
25-34,Male,Southeast,Omnivore,37.43,9.35,67.15
55+,Female,Northeast,Omnivore,18.79,4.67,93.32
55+,Female,Northeast,Omnivore,21.56,5.42,50.32
55+,Male,Southeast,Keto,19.28,6.5,99.94
45-54,Female,Southeast,Vegetarian,29.02,5.94,54.6
35-44,Female,Southwest,Vegan,18.57,7.03,43.08
18-24,Female,West,Keto,35.36,9.62,38.42
35-44,Male,West,Vegan,21.72,6.18,96.17
35-44,Female,Northeast,Omnivore,38.45,9.16,66.41
55+,Female,Southwest,Omnivore,34.16,7.23,99.54
25-34,Female,Southwest,Vegetarian,19.99,5.73,92.49
18-24,Male,Northeast,Omnivore,36.42,7.67,33.29
25-34,Male,Southeast,Vegetarian,17.25,9.3,88.4
35-44,Male,Southwest,Omnivore,24.08,8.71,44.18
18-24,Female,Southeast,Vegetarian,28.89,7.53,58.27
18-24,Female,Southwest,Omnivore,28.9,7.91,56.35
35-44,Male,Southwest,Vegan,32.19,4.2,79.64
25-34,Female,Northeast,Omnivore,28.11,9.72,95.54
35-44,Female,Southeast,Vegetarian,24.72,5.63,43.47
18-24,Female,West,Omnivore,21.68,8.81,86.86
35-44,Female,West,Omnivore,20.94,4.83,42.02
18-24,Female,Southwest,Vegetarian,28.78,7.96,32.59
18-24,Female,Northeast,Vegetarian,22.44,7.24,44.01
25-34,Male,Southwest,Keto,20.03,4.94,76.58
45-54,Female,Southwest,Vegetarian,38.69,6.94,94.13
45-54,Male,Southeast,Omnivore,32.83,4.72,83.72
18-24,Female,West,Vegetarian,39.46,6.17,57.76
35-44,Male,Northeast,Vegetarian,17.04,4.15,69.36
55+,Male,West,Vegan,35.63,6.41,76.42
18-24,Male,Midwest,Vegan,32.92,8.02,39.17
18-24,Female,Southwest,Keto,27.63,4.5,34.64
45-54,Male,Northeast,Omnivore,31.11,9.43,65.7
35-44,Male,Southeast,Omnivore,39.45,7.03,99.92
35-44,Female,Southeast,Vegan,40.99,7.3,47.63
55+,Female,Northeast,Vegan,20.7,5.94,33.37
18-24,Male,West,Omnivore,20.84,4.28,71.46
35-44,Female,Midwest,Vegetarian,32.27,4.74,54.58
55+,Male,Midwest,Vegetarian,29.13,6.34,89.05
18-24,Female,Southeast,Keto,25.25,7.41,33.42
55+,Female,Midwest,Vegetarian,16.35,6.05,63.56
45-54,Female,Southwest,Keto,16.93,7.95,31.53
18-24,Female,Southeast,Vegetarian,18.83,6.79,95.64
55+,Male,Northeast,Keto,23.38,9,36.92
18-24,Female,Midwest,Keto,37.5,5.57,69.6
55+,Male,Northeast,Vegan,39.8,7.9,88.02
55+,Female,Northeast,Omnivore,18.04,8.32,45.56
35-44,Male,Northeast,Vegan,16.91,7.65,63.28
45-54,Female,Northeast,Vegan,24.9,5.98,59.17
45-54,Female,West,Omnivore,18.73,6.15,74.71
35-44,Male,West,Vegetarian,28.63,9.19,43.41
35-44,Female,Southwest,Vegetarian,24.09,7.73,43.05
25-34,Female,Southeast,Vegan,35.87,7.32,33.39
25-34,Female,West,Keto,25.07,7.4,83.75
35-44,Female,Southwest,Vegetarian,31.79,9.97,48.64
18-24,Female,West,Vegan,20.74,8.1,91.68
25-34,Female,Northeast,Omnivore,31.65,9.38,65.74
25-34,Female,Southwest,Vegan,39.18,9.61,86.89
18-24,Male,Midwest,Vegetarian,31.7,5.99,32.1
18-24,Female,Southwest,Omnivore,20.07,9.2,71.51
45-54,Male,Southwest,Vegan,19.55,9.66,48.99
35-44,Female,Midwest,Vegetarian,21.25,6.36,91.51
25-34,Male,Midwest,Keto,17.71,5.7,77.44
25-34,Male,Northeast,Vegan,28.07,6.2,82.11
45-54,Female,Northeast,Omnivore,26.76,5.79,69.27
18-24,Female,Northeast,Keto,30.79,6.84,70.48
18-24,Female,West,Keto,25.63,9.31,47.56
18-24,Male,Southwest,Vegetarian,20.1,7.52,91.33
25-34,Female,Southwest,Vegetarian,25.09,7.33,94.9
45-54,Male,Southeast,Keto,33.64,4.29,49.39
25-34,Male,Southwest,Vegetarian,30.42,7.15,38.32
25-34,Male,Northeast,Keto,32.99,9.57,55.39
35-44,Male,West,Vegetarian,24.36,7.02,46.63
25-34,Female,Northeast,Vegetarian,36.02,6.79,70.25
25-34,Male,Midwest,Keto,32.36,5.45,83.02
25-34,Female,West,Vegan,22.69,5.79,42.69
25-34,Female,Southwest,Vegan,39.42,9.93,84.41
25-34,Male,Southwest,Omnivore,35.02,6.34,34.48
45-54,Female,West,Vegan,26.45,7.36,80.96
35-44,Male,Midwest,Keto,38.56,9.29,46.98
55+,Female,West,Vegan,28.3,6.03,51.98
25-34,Female,Midwest,Vegan,41.11,4.14,91.85
55+,Female,Southwest,Vegan,26.25,4.07,81.51
35-44,Female,West,Keto,30.96,5.05,35.79
45-54,Female,Midwest,Keto,36.81,6.44,50.4
18-24,Male,Northeast,Vegetarian,28.69,4.47,34.28
35-44,Male,Midwest,Vegetarian,27.8,4.39,85.55
45-54,Male,Southwest,Vegetarian,34.81,4.58,56.67
55+,Female,Southwest,Vegetarian,22.43,7.64,32.26
45-54,Male,Southeast,Vegetarian,39.84,8.77,37.72
18-24,Female,Southeast,Vegan,33.8,8.52,64.18
25-34,Male,Midwest,Keto,19.3,4.2,66.75
45-54,Female,Southwest,Keto,39.59,6.57,65.98
25-34,Male,Midwest,Vegetarian,26.86,9.8,59.03
25-34,Female,Northeast,Vegan,17.11,7.65,43.04
45-54,Female,Midwest,Vegetarian,24.39,4.41,89.71
18-24,Male,West,Keto,16.38,6.26,86.38
18-24,Female,Southwest,Vegan,18.7,4.72,96.5
45-54,Female,Midwest,Vegan,36.99,8.5,55.43
45-54,Female,West,Vegetarian,36.89,7.83,82.01
35-44,Female,Northeast,Vegetarian,27.02,8.12,71.49
45-54,Male,Southwest,Omnivore,24.32,8.8,76.77
45-54,Male,Midwest,Vegetarian,18.95,8.2,54.13
18-24,Female,Northeast,Vegan,16.55,7.18,62.37
18-24,Male,Southeast,Keto,20.12,9.53,91.1
45-54,Female,Midwest,Keto,24.1,6.71,60.9
18-24,Male,Southwest,Vegan,18.26,9.32,81.65
35-44,Female,Southeast,Keto,39.17,6.77,55.54
35-44,Female,Northeast,Vegan,18.79,4.2,65.13
25-34,Male,West,Vegetarian,23.94,6.36,70.13
55+,Female,Southwest,Omnivore,22.45,5.17,43.77
25-34,Male,Midwest,Vegetarian,19.75,8.02,57.64
18-24,Male,Southwest,Vegetarian,18.83,9.52,52.53
45-54,Female,Northeast,Omnivore,21.67,6.84,73.5
25-34,Female,Southwest,Vegan,32.75,9.65,77.17
55+,Female,Northeast,Vegetarian,34.51,7.3,59
25-34,Female,West,Omnivore,39.33,7.01,30.47
18-24,Female,Southwest,Keto,18.28,9.61,42.9
55+,Female,West,Keto,27.12,5.43,41.05
25-34,Male,Southeast,Vegetarian,25.59,9.48,45.47
25-34,Female,Southwest,Keto,40.45,6.52,76.64
25-34,Male,Southeast,Keto,37.6,7.17,90.5
25-34,Male,Southeast,Keto,23.19,7.87,71.51
55+,Male,Southeast,Vegetarian,26.92,4.27,81.19
35-44,Female,Southwest,Omnivore,41.31,8.06,36.72
45-54,Female,Midwest,Vegetarian,24.71,7.27,69.98
45-54,Female,Southwest,Omnivore,23.73,4.94,75.17
25-34,Male,Southeast,Vegetarian,30.25,8.43,98.11
35-44,Female,Southeast,Omnivore,31.39,7.02,32.91
55+,Female,Midwest,Keto,26.25,6.53,92.3
18-24,Male,Northeast,Vegan,37.93,6.75,83.51
18-24,Female,Southwest,Vegetarian,17.83,6.8,49.15
55+,Female,Midwest,Vegan,29.08,7.53,46.3
18-24,Female,Southeast,Vegan,32.7,9.62,54.49
35-44,Female,Southwest,Vegan,33.3,8.11,91.23
45-54,Male,Midwest,Vegan,40.7,5.6,68.32
35-44,Female,Southeast,Omnivore,22.93,6.41,72.39
25-34,Female,Southeast,Vegan,35.83,4.4,50.28
45-54,Female,West,Keto,24.41,5.15,30.62
18-24,Female,Southwest,Keto,31.59,4.76,47.85
35-44,Female,Midwest,Keto,23.66,9.18,48.15
55+,Female,Midwest,Vegetarian,28.27,6.66,93.89
25-34,Female,Southeast,Vegetarian,25.58,6.85,94.65
45-54,Female,Northeast,Keto,17.63,8.32,37.69
18-24,Male,Southeast,Vegetarian,40.27,7.01,97.47
35-44,Female,Northeast,Vegetarian,18.86,9.08,36.99
18-24,Male,West,Vegetarian,38.01,4.87,76.96
45-54,Male,Southwest,Vegetarian,22.25,6.05,56.69
55+,Female,Midwest,Vegan,37.53,8.21,35.92
18-24,Male,Southeast,Vegan,33.24,7.77,34.46
35-44,Male,Southeast,Omnivore,40.56,5.56,81.81
45-54,Female,West,Keto,31.97,7.03,91.19
45-54,Female,Northeast,Keto,30.47,9.98,79.19
55+,Female,Southeast,Vegan,28.34,5.23,80.79
35-44,Male,West,Omnivore,31.07,6.37,42.23
25-34,Female,Northeast,Vegan,26.47,9.8,93.21
35-44,Female,Midwest,Omnivore,19.86,9.2,72.26
45-54,Female,West,Vegan,35.38,5.47,40.83
18-24,Female,Southwest,Keto,36.39,4.12,78.77
45-54,Female,Southwest,Vegetarian,27.9,9.86,79.7
25-34,Female,Southwest,Omnivore,16.37,7.39,84.52
55+,Female,Midwest,Omnivore,28.41,8.1,34.79
25-34,Female,Midwest,Keto,21.75,8.12,92.77
35-44,Female,Southeast,Omnivore,26.71,7.05,64.7
25-34,Female,Southeast,Omnivore,20.93,4.32,98.33
35-44,Male,Southeast,Vegetarian,33.55,7.21,70.28
25-34,Female,Southeast,Vegetarian,29.49,4.11,30.18
35-44,Female,West,Vegetarian,25.65,6.94,81.74
18-24,Male,Southeast,Vegan,17.88,9.68,37.55
25-34,Female,West,Vegan,27.85,6.05,61.46
45-54,Female,Midwest,Keto,41.33,7.36,73.15
18-24,Female,Southwest,Omnivore,33.89,7.74,61.98
25-34,Female,West,Vegetarian,39.52,4.05,96.31
55+,Male,Southwest,Omnivore,35.61,8.31,81.92
18-24,Male,Southeast,Vegetarian,25.95,7.21,42.9
55+,Female,Southwest,Vegetarian,18.34,4.38,69.82
55+,Female,West,Keto,31.91,5.53,35.62
55+,Male,Southeast,Vegetarian,27.85,4.6,74.9
45-54,Female,Northeast,Vegetarian,24.63,6.17,48.78
25-34,Male,West,Keto,26.6,8.09,31.09
55+,Male,Northeast,Keto,23.44,4.14,62.99
25-34,Male,Southwest,Keto,39.49,6.03,47.86
25-34,Female,Southwest,Vegetarian,41.78,6.82,76.86
