school_type,grade_level,subject,gender,score,study_hours,pass_rate
Charter,Grade 10,Science,Male,79.63,0.9,0.873
Public,Grade 11,Math,Female,69.75,5.34,0.663
Charter,Grade 11,PE,Female,83.81,5.79,0.807
Public,Grade 9,Math,Male,91.41,5.79,0.948
Private,Grade 8,Computer Science,Male,83.35,5.93,0.888
Public,Grade 10,Art,Male,51.22,5.58,0.504
Public,Grade 6,Science,Female,65.21,2.2,0.672
Private,Grade 9,PE,Female,80.48,3.99,0.8
Public,Grade 6,Math,Male,63.89,7.64,0.603
Private,Grade 7,Math,Female,41.32,5.49,0.323
Public,Grade 9,Art,Female,74.44,3.64,0.751
Charter,Grade 6,PE,Male,40.18,7.18,0.491
Charter,Grade 10,English,Female,82.54,3.61,0.916
Private,Grade 7,Art,Male,78.84,5.84,0.829
Public,Grade 10,Music,Male,43.32,6.88,0.526
Private,Grade 7,Computer Science,Male,46.2,6.02,0.402
Public,Grade 11,History,Male,45.05,2.61,0.513
Charter,Grade 8,Science,Male,67.49,4.18,0.649
Charter,Grade 9,Art,Male,44.3,6.16,0.531
Charter,Grade 6,English,Female,88.62,6.15,0.859
Charter,Grade 11,Math,Female,87.32,7.88,0.882
Charter,Grade 7,PE,Female,69.17,7.92,0.762
Public,Grade 7,Music,Male,81.36,0.83,0.867
Charter,Grade 8,Art,Female,70.29,6.33,0.663
Charter,Grade 9,Music,Male,77.78,4.38,0.873
Private,Grade 10,Music,Female,60.45,3.27,0.529
Public,Grade 10,PE,Female,48,4.13,0.509
Private,Grade 6,English,Female,66.47,7.25,0.64
Charter,Grade 10,PE,Female,67.37,6.26,0.639
Public,Grade 6,PE,Male,67.89,6.73,0.62
Public,Grade 10,PE,Male,56.58,6.34,0.607
Charter,Grade 11,Computer Science,Female,49.22,4.06,0.477
Charter,Grade 11,History,Male,54.31,2.64,0.563
Charter,Grade 11,Math,Female,63.26,1.02,0.538
Public,Grade 6,Art,Female,52.02,7.34,0.589
Public,Grade 9,Computer Science,Male,66.53,0.9,0.761
Charter,Grade 10,Music,Male,95.36,5.33,0.891
Private,Grade 10,Music,Female,91.17,5.08,0.821
Charter,Grade 10,English,Female,55.07,7.11,0.502
Charter,Grade 6,Science,Male,63.65,4.8,0.634
Charter,Grade 9,English,Female,64.78,5.11,0.592
Private,Grade 7,Math,Male,82.39,2.9,0.915
Charter,Grade 8,Computer Science,Female,57.59,5.16,0.495
Private,Grade 8,Math,Female,76.29,7.85,0.81
Charter,Grade 8,Science,Female,77.65,2.6,0.722
Charter,Grade 7,Art,Female,93.49,3.28,0.841
Private,Grade 10,English,Female,77.78,4.2,0.84
Charter,Grade 11,Computer Science,Male,42.26,7.18,0.427
Public,Grade 8,Math,Male,58.04,4.07,0.532
Public,Grade 10,Science,Male,96.64,1.7,0.934
Charter,Grade 11,Music,Female,49.46,1.23,0.479
Charter,Grade 10,Art,Male,67.68,4.13,0.731
Public,Grade 6,History,Male,94.1,1.25,0.843
Public,Grade 9,English,Female,54.34,1.42,0.553
Charter,Grade 10,English,Female,51.25,4.68,0.432
Charter,Grade 6,Computer Science,Male,59.88,3.01,0.643
Public,Grade 10,English,Female,63.22,1.98,0.692
Public,Grade 8,Computer Science,Male,43.3,3.77,0.448
Private,Grade 10,Computer Science,Male,42.85,2.68,0.498
Private,Grade 9,English,Female,81.92,5.62,0.728
Private,Grade 6,Math,Male,94.28,2.77,0.942
Public,Grade 6,Science,Female,47.64,3.18,0.429
Charter,Grade 9,English,Female,92.45,5.42,0.954
Charter,Grade 10,Computer Science,Female,72.21,3.29,0.778
Private,Grade 9,English,Male,41.72,5.45,0.369
Public,Grade 11,Art,Male,69.15,1.07,0.747
Public,Grade 7,PE,Female,69.17,4.81,0.675
Private,Grade 7,PE,Female,69.32,2.79,0.753
Private,Grade 10,Math,Male,84.9,7.54,0.883
Public,Grade 10,Science,Female,80.02,1.19,0.723
Charter,Grade 6,Math,Female,62.85,4.79,0.573
Charter,Grade 8,Music,Female,93.69,4.16,0.855
Charter,Grade 11,English,Female,44.64,6.53,0.401
Charter,Grade 8,English,Male,62.04,5.84,0.529
Charter,Grade 7,Computer Science,Male,58.5,4.3,0.643
Public,Grade 7,Science,Male,54.76,3.02,0.611
Charter,Grade 11,PE,Female,68.18,2.07,0.653
Charter,Grade 7,Music,Female,77.97,5.6,0.73
Charter,Grade 8,Math,Female,54.66,4.5,0.488
Public,Grade 8,English,Female,88.15,4.94,0.855
Private,Grade 11,History,Male,56.69,5.64,0.559
Public,Grade 9,Music,Male,46.48,1.3,0.472
Public,Grade 11,English,Male,40.54,1.24,0.358
Public,Grade 8,Math,Female,72.76,3.56,0.72
Private,Grade 6,Science,Female,54.33,3.27,0.583
Charter,Grade 8,English,Female,96.64,6.4,0.888
Public,Grade 6,English,Female,67.14,5.12,0.592
Charter,Grade 7,Science,Female,42.3,6.88,0.507
Charter,Grade 7,Art,Female,54.46,1.73,0.514
Charter,Grade 9,Science,Female,61.5,2.03,0.606
Public,Grade 11,English,Male,86.88,4.94,0.842
Private,Grade 8,English,Male,45.05,5.07,0.466
Private,Grade 9,Art,Male,97.08,7.02,1
Private,Grade 10,Science,Male,47.55,6.49,0.567
Private,Grade 7,Computer Science,Female,94.44,6.79,0.87
Private,Grade 11,English,Female,47.77,4.04,0.479
Private,Grade 11,PE,Male,40.72,6,0.429
Public,Grade 6,History,Female,94.13,1.34,0.895
Charter,Grade 8,English,Male,65.85,7.08,0.613
Charter,Grade 7,History,Female,69.69,2.47,0.743
Private,Grade 10,PE,Female,94.08,2.16,1
Public,Grade 8,Computer Science,Male,78.59,4.7,0.707
Charter,Grade 10,PE,Male,76.06,7.47,0.699
Charter,Grade 7,Math,Female,96.85,3.7,1
Public,Grade 10,Science,Male,61.88,3.03,0.545
Charter,Grade 7,Music,Male,94.53,7.57,0.987
Public,Grade 8,Science,Male,71.61,4.71,0.689
Public,Grade 9,History,Male,53.53,1.76,0.471
Public,Grade 6,Art,Female,68.53,6.04,0.711
Private,Grade 7,Art,Female,48.78,4.77,0.466
Charter,Grade 8,Computer Science,Male,86.26,2.47,0.776
Public,Grade 9,Math,Female,66.16,1.58,0.644
Public,Grade 9,Computer Science,Female,51.79,7.59,0.542
Charter,Grade 7,Music,Male,65.72,4.46,0.652
Charter,Grade 10,History,Female,57.75,3.45,0.531
Private,Grade 8,History,Male,98.91,7.28,0.95
Charter,Grade 6,Science,Male,51.72,7.6,0.601
Public,Grade 8,Music,Male,47.78,6.42,0.54
Private,Grade 10,Art,Female,67.54,5.56,0.769
Charter,Grade 10,English,Male,58.46,2.68,0.569
Private,Grade 11,PE,Female,44.57,6.19,0.367
Public,Grade 11,Music,Male,79.32,1.91,0.847
Private,Grade 6,PE,Male,93.29,6.62,0.875
Charter,Grade 10,English,Female,66.07,4.69,0.667
Public,Grade 9,Science,Female,97.5,0.67,0.951
Private,Grade 8,History,Male,74.6,6.48,0.695
Public,Grade 8,Computer Science,Female,88.31,2.05,0.951
Private,Grade 8,Computer Science,Male,67.16,5.19,0.582
Charter,Grade 10,Music,Female,47.05,1.53,0.467
Public,Grade 7,Math,Male,94.61,3.58,0.888
Charter,Grade 8,History,Male,58.86,7.13,0.548
Public,Grade 6,Math,Female,49.22,3.77,0.459
Charter,Grade 6,History,Male,42.85,7.29,0.522
Public,Grade 8,PE,Female,91.77,0.67,0.921
Private,Grade 7,Science,Female,48.02,3.91,0.549
Public,Grade 10,English,Female,92.05,1.67,0.898
Charter,Grade 9,English,Male,60.63,6.87,0.538
Private,Grade 8,Math,Male,82.85,4.24,0.785
Private,Grade 11,English,Female,73.77,4.94,0.772
Public,Grade 9,Music,Male,59.62,1.28,0.623
Private,Grade 11,PE,Female,58.06,3.92,0.484
Charter,Grade 6,English,Female,84.89,2.42,0.75
Private,Grade 9,Music,Female,85.7,7.65,0.872
Public,Grade 9,PE,Male,82.38,0.61,0.879
Charter,Grade 8,Music,Female,86.22,1.6,0.954
Private,Grade 7,Science,Male,65.77,0.94,0.603
Charter,Grade 6,History,Female,70.32,5.74,0.766
Charter,Grade 6,PE,Male,69.42,6.48,0.696
Charter,Grade 10,Science,Male,67.37,2.37,0.732
Charter,Grade 10,Science,Female,95.75,2.76,0.899
Public,Grade 9,Music,Male,51.66,7.12,0.46
Charter,Grade 7,Computer Science,Female,60.94,2,0.574
Public,Grade 6,Art,Female,74.79,1.95,0.697
Public,Grade 11,Science,Female,61.16,2.38,0.605
Public,Grade 7,English,Male,41.78,5.89,0.471
Private,Grade 7,Computer Science,Female,43.18,2.88,0.524
Private,Grade 11,History,Female,95.4,0.98,1
Charter,Grade 6,Computer Science,Male,76.41,4.18,0.836
Public,Grade 9,Music,Male,69.55,3.59,0.769
Public,Grade 10,Computer Science,Male,52,5.16,0.515
Private,Grade 9,Art,Female,41.7,1.7,0.504
Private,Grade 6,Music,Female,67.12,5.11,0.575
Public,Grade 6,History,Male,59.32,0.52,0.579
Charter,Grade 11,PE,Female,56.89,3.27,0.529
Charter,Grade 10,Computer Science,Female,75.43,3.05,0.846
Public,Grade 9,History,Female,79.98,2.78,0.814
Private,Grade 8,Music,Female,99.22,6.39,1
Public,Grade 10,Computer Science,Female,94.24,1.37,1
Private,Grade 7,PE,Male,95.41,7.59,1
Public,Grade 10,Music,Female,47.49,2.06,0.476
Charter,Grade 8,Music,Female,98.78,2.65,0.97
Private,Grade 8,Math,Male,72.93,0.75,0.811
Private,Grade 8,English,Female,87.7,3.6,0.777
Private,Grade 10,History,Male,70.5,3.92,0.662
Public,Grade 7,Math,Female,81.87,4.37,0.813
Public,Grade 11,Science,Female,65.55,7.52,0.652
Public,Grade 8,Math,Female,52.16,1.21,0.561
Public,Grade 7,Science,Male,44.35,1.81,0.441
Charter,Grade 7,Math,Female,65.63,1.24,0.65
Private,Grade 9,Math,Female,75.98,5.16,0.769
Public,Grade 9,Science,Female,99.64,7.05,0.927
Private,Grade 11,Computer Science,Male,72.24,4.88,0.705
Private,Grade 9,Math,Female,68.84,6.2,0.658
Charter,Grade 7,Art,Female,56.05,7.57,0.478
Public,Grade 9,Computer Science,Male,47,4.77,0.401
Private,Grade 10,History,Female,87.83,3.07,0.92
Private,Grade 10,Computer Science,Female,60.92,5.92,0.583
Public,Grade 7,Math,Female,62.11,5.34,0.72
Private,Grade 9,History,Male,95.17,2.07,0.93
Charter,Grade 8,History,Male,98.54,6.84,0.933
Charter,Grade 11,History,Female,56.61,2.5,0.597
Charter,Grade 7,Art,Female,45.89,4.82,0.446
Charter,Grade 11,Computer Science,Female,75.05,1.67,0.775
Charter,Grade 6,Music,Male,79.97,4.92,0.885
Charter,Grade 9,Science,Male,41.27,5.19,0.394
Public,Grade 6,Music,Male,46.67,4.8,0.513
Charter,Grade 7,History,Male,77.74,4.22,0.764
Charter,Grade 10,Music,Male,59.53,3.06,0.524
Public,Grade 7,Computer Science,Male,92.17,5.84,1
Public,Grade 9,PE,Male,67.64,3.94,0.745
Public,Grade 9,Science,Male,81.37,1.07,0.895
Private,Grade 6,Math,Male,93.91,7.02,1
Charter,Grade 7,Art,Female,58.74,1.21,0.672
Private,Grade 8,Computer Science,Female,59.3,6.93,0.566
Charter,Grade 7,English,Female,71.59,4.35,0.625
Private,Grade 7,Science,Male,40.2,4.65,0.368
Private,Grade 9,Computer Science,Female,63.84,5.83,0.738
Private,Grade 6,English,Male,96.76,3.41,1
Private,Grade 11,Art,Female,63.39,3.62,0.613
Charter,Grade 9,Music,Female,81.33,2.2,0.84
Charter,Grade 11,English,Male,53.42,3.96,0.443
Public,Grade 6,History,Male,72.62,5.96,0.787
Public,Grade 10,Science,Male,57.99,2.38,0.551
Public,Grade 11,Math,Male,68.25,7.93,0.627
Charter,Grade 8,Art,Male,51.2,1.57,0.439
Private,Grade 6,Math,Female,67.17,4.21,0.715
Private,Grade 8,Science,Male,88.02,7.31,0.955
Public,Grade 9,PE,Female,59.79,6,0.596
Private,Grade 8,Art,Male,79.76,5.58,0.722
Private,Grade 11,PE,Female,60.22,5.98,0.535
Charter,Grade 11,Art,Female,80.13,7.82,0.718
Private,Grade 6,Music,Male,62.09,5.76,0.706
Public,Grade 6,English,Female,66.94,2.24,0.743
Charter,Grade 10,PE,Male,99.27,6.6,0.993
Public,Grade 10,Art,Female,80.03,5.95,0.819
Private,Grade 7,Computer Science,Female,44.87,3.01,0.366
Private,Grade 10,Art,Female,45.54,7.94,0.445
Charter,Grade 7,English,Female,98.65,6.09,1
Public,Grade 7,Music,Female,47.51,5.47,0.432
Charter,Grade 11,Science,Female,41.54,1.23,0.486
Charter,Grade 11,Math,Male,64.98,4.67,0.681
Charter,Grade 11,Science,Male,55.18,3.01,0.649
Charter,Grade 8,Math,Male,49.17,5.15,0.427
Public,Grade 9,Art,Male,77.45,1.98,0.839
Charter,Grade 11,Art,Male,40.53,1.75,0.343
Private,Grade 9,Math,Male,88.46,2.71,0.92
Private,Grade 7,Art,Female,91.5,5.94,0.815
Public,Grade 9,Math,Male,82.15,0.84,0.895
Public,Grade 10,Science,Male,50.62,3.07,0.468
Public,Grade 10,Music,Female,48.14,4.1,0.439
Public,Grade 8,Art,Female,71.68,1.85,0.672
Public,Grade 10,Computer Science,Male,47.4,1.29,0.436
Charter,Grade 8,Music,Male,40.27,1.73,0.329
Public,Grade 11,Math,Male,70.6,3.66,0.616
Charter,Grade 7,Science,Male,70.33,5.04,0.719
Public,Grade 6,Music,Male,56.4,1,0.47
Charter,Grade 11,Music,Male,89.98,3.13,0.999
Charter,Grade 9,PE,Male,69.63,6.49,0.79
Public,Grade 10,History,Female,41.49,3.3,0.418
Charter,Grade 11,Computer Science,Female,51.53,2.12,0.427
Charter,Grade 8,Science,Female,86.37,7.77,0.813
Private,Grade 7,Art,Female,99.92,7.72,1
Private,Grade 7,Science,Male,41.43,5.83,0.501
Public,Grade 9,Music,Female,62.96,1.75,0.566
Private,Grade 8,Art,Female,57.32,1.71,0.528
Public,Grade 8,Science,Female,96.14,4.02,0.919
Charter,Grade 7,PE,Male,55.85,2.02,0.607
Public,Grade 9,Math,Male,64.52,2.25,0.55
Charter,Grade 6,Science,Female,52.46,6.41,0.583
Public,Grade 7,PE,Male,44.21,4.3,0.494
Private,Grade 10,Music,Female,67.02,5.85,0.752
Charter,Grade 11,Science,Female,84.07,5.44,0.787
Public,Grade 9,Art,Male,82.42,1.58,0.923
Private,Grade 6,PE,Male,91.97,2.4,0.869
Charter,Grade 6,English,Male,81.35,2.61,0.732
Charter,Grade 9,Computer Science,Female,66.11,6.72,0.666
Public,Grade 10,PE,Male,63.18,4.34,0.545
Private,Grade 8,Computer Science,Male,65.39,6.22,0.632
Public,Grade 6,PE,Female,82.55,2.95,0.861
Public,Grade 9,Math,Male,54.37,2.9,0.543
Charter,Grade 10,Science,Male,70.71,6.08,0.764
Public,Grade 10,Computer Science,Male,77.17,3.88,0.868
Private,Grade 8,PE,Male,74.98,7.86,0.758
Private,Grade 11,Math,Female,85.31,7.67,0.797
Private,Grade 11,Computer Science,Female,40.09,6.14,0.465
Charter,Grade 10,Music,Male,57.02,4.59,0.621
Public,Grade 6,English,Male,40.91,5.12,0.342
Public,Grade 8,PE,Male,42.42,4.15,0.495
Public,Grade 8,Art,Female,44.9,3.63,0.432
Private,Grade 11,Math,Female,47.15,4.41,0.553
Private,Grade 10,English,Female,66.65,6.37,0.683
Public,Grade 10,Science,Male,63.52,5.62,0.699
Private,Grade 11,Science,Male,93.62,7.62,0.974
Charter,Grade 11,Computer Science,Male,64.86,4.57,0.696
Private,Grade 8,Art,Female,78.46,3.34,0.841
Private,Grade 11,Science,Male,62.71,5.98,0.57
Public,Grade 10,Math,Female,47.83,2.51,0.57
Charter,Grade 10,PE,Female,49.33,5.31,0.433
Private,Grade 8,English,Female,78.58,3.99,0.816
Charter,Grade 9,Computer Science,Male,71.79,2.05,0.81
Public,Grade 6,History,Male,93.69,7.59,0.99
Public,Grade 10,Computer Science,Male,74.83,1.57,0.725
Public,Grade 11,Science,Male,48.29,3.21,0.393
Public,Grade 10,English,Male,51.37,3.33,0.504
Private,Grade 6,Science,Female,81.16,4.81,0.87
Charter,Grade 8,Computer Science,Female,61.9,2.89,0.52
Private,Grade 10,Art,Male,41.87,6.68,0.36
Private,Grade 8,PE,Male,96.27,5.64,0.963
Public,Grade 11,Art,Female,73.69,1.93,0.677
Private,Grade 10,Computer Science,Male,74.66,1.33,0.796
Public,Grade 10,Music,Female,42.99,6.29,0.517
Public,Grade 8,Math,Male,71.35,1.59,0.795
Charter,Grade 9,Computer Science,Male,85.56,1,0.928
Charter,Grade 9,Art,Female,80.57,7.73,0.864
Charter,Grade 11,Art,Male,55.31,0.91,0.608
Public,Grade 7,Math,Male,92.04,5.75,0.952
Private,Grade 6,Computer Science,Male,61.59,3.14,0.607
Private,Grade 6,Computer Science,Female,51.47,4.32,0.435
Private,Grade 6,Music,Female,44.62,5.66,0.357
Charter,Grade 7,Math,Male,76.99,3.26,0.675
Charter,Grade 9,PE,Male,53.19,6.26,0.439
Charter,Grade 8,Art,Male,79.3,1.1,0.821
Private,Grade 11,Science,Male,92.3,7.86,0.974
Private,Grade 11,Music,Male,43.2,4.17,0.497
Private,Grade 7,Music,Female,59.75,5.06,0.516
Public,Grade 6,Science,Female,82.34,7.19,0.921
Charter,Grade 10,Math,Male,75.04,5.49,0.772
Private,Grade 9,English,Female,55.94,4.87,0.646
Private,Grade 6,Computer Science,Female,93.39,2.49,0.87
Private,Grade 8,Music,Male,45.54,7.39,0.406
Charter,Grade 7,Math,Female,67.57,3.85,0.708
Charter,Grade 7,English,Female,83.73,3.22,0.914
Public,Grade 11,Science,Male,95.08,1.85,0.93
Charter,Grade 8,Art,Male,80.24,7.81,0.883
Public,Grade 10,Science,Male,54.84,3.67,0.609
Charter,Grade 6,Computer Science,Male,74.68,7.92,0.826
Charter,Grade 8,PE,Female,84.95,2.75,0.831
Charter,Grade 8,Science,Female,46.71,0.68,0.51
Public,Grade 6,Science,Female,43.53,7.74,0.507
Charter,Grade 8,Art,Male,69.65,3.33,0.796
Public,Grade 11,Computer Science,Female,68.09,2.2,0.71
Private,Grade 9,Math,Female,57.97,6.98,0.651
Charter,Grade 9,History,Male,79.95,1.79,0.809
Private,Grade 7,History,Female,66.42,7.27,0.742
Private,Grade 9,Computer Science,Female,68.71,2.89,0.761
Charter,Grade 6,Art,Male,53.21,1.95,0.584
Public,Grade 8,Art,Male,89.74,1.99,0.937
Private,Grade 7,History,Female,50.73,2.18,0.586
Public,Grade 8,Science,Male,97.12,7.02,0.989
Charter,Grade 7,PE,Male,53.41,2.86,0.619
Public,Grade 10,PE,Male,53.72,2.85,0.44
Private,Grade 10,Science,Female,77.4,1.82,0.706
Charter,Grade 10,Art,Female,78.65,6.96,0.862
Private,Grade 11,Computer Science,Female,99.12,3.86,1
Private,Grade 6,Computer Science,Female,61.5,6.06,0.574
Public,Grade 7,PE,Female,46.02,7.05,0.479
Charter,Grade 7,Music,Male,70.74,5.41,0.664
Public,Grade 8,PE,Female,81.01,6.04,0.8
Public,Grade 9,Music,Female,64.49,6.67,0.649
Public,Grade 8,Music,Male,54.62,7.62,0.558
Charter,Grade 10,Math,Male,46.47,1.49,0.454
Public,Grade 11,Science,Male,62.43,5.05,0.692
Private,Grade 7,History,Male,79.04,6.1,0.879
Charter,Grade 11,English,Male,82.09,7.87,0.762
Public,Grade 8,Math,Male,73.94,6.59,0.734
Public,Grade 10,Computer Science,Male,51.01,2.63,0.476
Private,Grade 6,History,Male,41.7,2.99,0.441
Public,Grade 6,Music,Male,79.65,4.3,0.836
Private,Grade 9,PE,Female,55.07,5.06,0.509
Private,Grade 10,Computer Science,Female,44.68,5.95,0.424
Private,Grade 8,Science,Male,40.95,7.1,0.399
Charter,Grade 7,Math,Male,92.82,7.99,0.905
Private,Grade 8,English,Female,94.21,0.77,0.878
Private,Grade 8,Music,Male,77.11,4.64,0.778
Private,Grade 11,Art,Female,64.97,2.32,0.581
Public,Grade 7,History,Male,53.09,5.41,0.615
Public,Grade 8,History,Male,96.59,3.32,1
Public,Grade 6,PE,Male,41.06,5.42,0.469
Public,Grade 11,Science,Female,81.82,5.25,0.731
Public,Grade 6,English,Male,59.78,1.22,0.595
Charter,Grade 10,Computer Science,Female,51.06,3.08,0.444
Public,Grade 7,Music,Female,67.79,2.2,0.729
Charter,Grade 10,Music,Female,97.73,4.2,1
Charter,Grade 8,History,Female,86.43,4.99,0.772
Charter,Grade 8,English,Male,49.45,0.91,0.525
Charter,Grade 6,History,Male,98.91,4.43,1
Private,Grade 11,Science,Female,58.26,4.01,0.547
Charter,Grade 7,PE,Male,49.73,4.57,0.462
Public,Grade 11,Art,Female,41.55,1.23,0.411
Private,Grade 6,History,Female,52.66,2.42,0.607
Private,Grade 10,Math,Female,46.45,6.92,0.506
Public,Grade 11,Science,Male,50.07,1.52,0.533
Public,Grade 6,PE,Female,83.02,6.91,0.853
Public,Grade 7,Science,Female,77.06,0.69,0.685
Charter,Grade 7,Music,Female,54.74,1.26,0.536
Public,Grade 10,PE,Female,55.28,6.23,0.481
Private,Grade 6,Music,Female,90.57,3.62,0.857
Public,Grade 6,Science,Female,81.71,1.32,0.724
Public,Grade 11,Art,Female,56.32,2.32,0.535
Charter,Grade 11,Science,Male,44.54,0.72,0.363
Charter,Grade 8,History,Male,90.85,2.67,0.933
Public,Grade 9,Computer Science,Female,98.9,1.74,0.955
Private,Grade 6,History,Female,67.55,1.09,0.679
Charter,Grade 7,Art,Male,68.05,7.97,0.621
Charter,Grade 9,Music,Female,42.49,7.1,0.456
Public,Grade 9,History,Female,89.45,0.77,0.934
Private,Grade 8,PE,Male,67.27,5.94,0.627
Public,Grade 9,English,Female,80.69,4.89,0.768
Charter,Grade 9,Music,Male,58.27,1.43,0.583
Charter,Grade 7,PE,Female,57.03,7.58,0.662
Public,Grade 10,Math,Female,59.93,7.93,0.676
Charter,Grade 6,English,Male,66.65,3.42,0.668
Charter,Grade 6,Math,Male,92.74,7.11,1
Private,Grade 10,Math,Male,65.9,7.26,0.651
Public,Grade 6,Math,Male,96.61,2.87,0.942
Public,Grade 10,History,Male,83.05,3.02,0.924
Public,Grade 8,History,Male,54.46,6.96,0.577
Charter,Grade 7,Science,Female,77.84,7.51,0.681
Charter,Grade 11,Art,Male,49.92,4.71,0.581
Charter,Grade 11,PE,Male,74.21,5.47,0.65
Public,Grade 11,PE,Female,52.32,7.78,0.429
Public,Grade 6,History,Female,82.27,5.25,0.809
Private,Grade 8,Math,Female,67.46,4.06,0.676
Charter,Grade 6,Art,Male,87.61,7.8,0.921
Public,Grade 11,Music,Male,55.53,0.66,0.616
Charter,Grade 8,Science,Male,45.61,4.96,0.358
Private,Grade 8,PE,Female,89.98,2.47,0.918
Charter,Grade 8,Art,Female,70.38,3.19,0.74
Public,Grade 11,Music,Male,72.15,3.4,0.819
Charter,Grade 8,Art,Male,99.55,7.47,0.977
Public,Grade 7,PE,Female,50.3,0.73,0.43
Charter,Grade 7,English,Female,58.66,6.26,0.501
Private,Grade 10,Art,Male,44.11,6.55,0.526
Private,Grade 8,Science,Male,58.36,2.76,0.633
Private,Grade 6,Math,Male,77.09,6.21,0.835
Public,Grade 8,History,Male,45.3,7.23,0.531
Private,Grade 10,Computer Science,Male,83.84,4.99,0.783
Charter,Grade 6,Science,Female,47.55,7.37,0.446
Private,Grade 7,PE,Female,76.28,2.67,0.716
Private,Grade 11,Math,Female,79.38,6.13,0.823
Private,Grade 6,Art,Female,87.66,5.65,0.93
Private,Grade 8,Science,Female,84.15,2.21,0.777
Public,Grade 10,Math,Female,60.44,3.25,0.682
Public,Grade 11,English,Male,69.72,7.59,0.677
Charter,Grade 10,Science,Female,66.41,0.9,0.599
Charter,Grade 10,Music,Male,45.6,5.04,0.477
Public,Grade 10,Science,Female,60.33,1.39,0.589
Charter,Grade 9,English,Male,61.35,0.74,0.6
Public,Grade 6,PE,Male,50.16,3.75,0.577
Charter,Grade 9,Computer Science,Female,72.89,4.86,0.706
Public,Grade 9,PE,Male,41.84,1.56,0.486
Charter,Grade 9,Math,Male,54.06,3.96,0.455
Public,Grade 7,PE,Female,71.97,3.97,0.815
Private,Grade 8,Science,Female,97.95,7.27,0.934
Public,Grade 7,Computer Science,Male,51.5,7.29,0.559
Private,Grade 9,English,Female,60.52,0.67,0.55
Charter,Grade 8,History,Male,49.52,4.5,0.419
Public,Grade 7,Art,Male,94.15,1.59,0.895
Private,Grade 10,PE,Female,66.75,6.6,0.622
Charter,Grade 9,History,Female,98.53,2.64,1
Public,Grade 8,Music,Male,98.36,5.68,0.905
Public,Grade 7,Music,Female,47.52,5.63,0.556
Private,Grade 7,PE,Male,88.6,1.28,0.795
Public,Grade 6,Math,Male,83.18,5.22,0.845
Private,Grade 11,Music,Female,88.16,0.74,0.791
Public,Grade 9,Math,Female,58.81,3.29,0.603
Public,Grade 9,Art,Male,75.77,5.65,0.77
Charter,Grade 6,Computer Science,Female,42.8,1.34,0.336
Charter,Grade 7,PE,Female,43.18,4.53,0.464
Public,Grade 6,English,Female,55.98,2.77,0.581
Public,Grade 7,History,Male,46.25,2.41,0.493
Public,Grade 11,English,Female,59.11,2.18,0.514
Charter,Grade 6,Math,Female,83.14,4.77,0.791
Private,Grade 10,Math,Male,81.06,5.95,0.864
Public,Grade 6,Art,Male,71.01,2.17,0.81
Private,Grade 7,English,Male,71.2,3.87,0.72
Public,Grade 6,Computer Science,Male,62.09,5.67,0.634
Public,Grade 7,English,Male,49.31,0.68,0.502
Private,Grade 9,Math,Female,44.97,0.96,0.359
